State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Latitude,Longitude
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Winter, Jonah",Roberto Clemente: Pride of the Pittsburgh Pirates,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Coerr, Eleanor",Sadako,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Taylor, Simon",Sally and The Magical Sneeze,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Chinn, Karen",Sam and the Lucky Money,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Gabriel, Dani",Sam!,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Johnson, R. Kikuo",The Shark King,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Lyons, Kelly Starling","Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations",,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Javaherbin, Mina",Soccer Star,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Tonatiuh, Duncan",Soldier for Equality: José de la Luz Sáenz and the Great War,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Krull, Kathleen",Sonia Sotomayor (Women Who Broke the Rules Series),,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Goldsaito, Katrina",The Sound of Silence,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Lin, Grace",Starry River of the Sky,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Schiffer, Miriam B.",Stella Brings the Family,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Pitman, Gayle E.",The Stonewall Riots: Coming Out in the Street,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Sanders, Rob",Stonewall: A Building. An Uprising. A Revolution.,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Uhlberg, Myron",A Storm Called Katrina,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Johnson, Angela",A Sweet Smell of Roses,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Miller, Natalie Davis",Swimming with Faith: The Missy Franklin Story (ZonderKidz Biography Series),,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Cohen, Barbara","Thank You, Jackie Robinson",,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Stead, Rebecca",The List of Things That Will Not Change,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Sloan, Holly Goldberg",To Night Owl from Dogfish,"Wolitzer, Meg",27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Bruchac, Joseph",Thirteen Moons on Turtle's Back: A Native American Year of Moons,"London, Jonathan",27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Bermudez, Cyn",This Place Is Not My Home,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Alexie, Sherman",Thunder Boy Jr.,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Nolen, Jerdine",Thunder Rose,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Addasi, Maha",Time to Pray,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Vanasse, Deb",Totem Tale,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Nye, Naomi Shihab",The Turtle of Oman (The Turtle of Oman Series),,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Bruchac, Joseph",Two Roads,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Coulson, Art",Unstoppable: How Jim Thorpe and the Carlisle Indian School Football Team Defeated Army (Encounter: Narrative Nonfiction Picture Books Series),,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Jones, Kelly",Unusual Chickens for the Exceptional Poultry Farmer (Unusual Chickens Series),,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Howard, Elizabeth Fitzgerald",Virgie Goes to School with Us Boys,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Sorell, Traci",We Are Grateful: Otsaliheliga,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Robinson, Lisa",Were I Not a Girl: The Inspiring and True Story of Dr. James Barry,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Lukoff, Kyle",When Aidan Became A Brother,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Mahin, Michael James",When Angels Sing: The Story of Rock Legend Carlos Santana,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Lee, Uk-Bae",When Spring Comes to the DMZ,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Rau, Dana Meachen",Who Is the Dalai Lama? (Who was...? Series),,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Rappaport, Doreen",Wilma's Way Home: The Life of Wilma Mankiller,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Frame, Jeron Ashford",Winter Candle,,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Namioka, Lensey",Yang the Third and Her Impossible Family (The Yang Family Series),,27.994402,-81.760254
Florida,Duval County Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Namioka, Lensey",Yang the Youngest and his Terrible Ear (The Yang Family Series),,27.994402,-81.760254
Florida,Flagler Schools,Administrator,2021-11-01,Banned in Libraries,"Johnson, George M.",All Boys Aren't Blue,,27.994402,-81.760254
Florida,Flagler Schools,Administrator,2021-11-01,Banned Pending Investigation,"Anderson, Laurie Halse",Speak,,27.994402,-81.760254
Florida,Flagler Schools,Administrator,2021-11-01,Banned Pending Investigation,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,,27.994402,-81.760254
Florida,Flagler Schools,Administrator,2021-11-01,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,,27.994402,-81.760254
Florida,Hernando School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Green, John",Looking for Alaska,,27.994402,-81.760254
Florida,Hernando School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Sebold, Alice",Lucky,,27.994402,-81.760254
Florida,Hernando School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Gino, Alex",Melissa (George),,27.994402,-81.760254
Florida,Hernando School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Gino, Alex",Rick,,27.994402,-81.760254
Florida,Hernando School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Maas, Sarah J.",A ​Court of Silver Flames (A Court of Thorns and Roses Series),,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned Pending Investigation,"Thomas, Rachael L.",#BlackLivesMatter: Protesting Racism,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned Pending Investigation,"Stone, Tanya Lee",A Bad Boy Can Be Good for a Girl,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries,"Whitcomb, Laura",A Certain Slant of Light,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries,"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"G., Mady",A Quick & Easy Guide to Queer & Trans Identities,"Zuckerberg, J. R.",27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Àbíké-Íyímídé, Faridah",Ace of Spades,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Reynolds, Jason",All American Boys,"Kiely, Brendan",27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned Pending Investigation,"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Cast, P. C.",Awakened (House of Night Series),"Cast, Kristin",27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Sanchez, Alex",Bait,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Mochizuki, Ken",Baseball Saved Us,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned Pending Investigation,"Morrison, Toni",Beloved,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Cast, P. C.",Betrayed (House of Night Series),"Cast, Kristin",27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries,"Zoboi, Ibi",Black Enough: Stories of Being Young & Black in America,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Hillstrom, Laurie Collier",Black Lives Matter: From a Moment to a Movement,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"McIlwain, Charlton D.","Black Software: The Internet & Racial Justice, from the Afronet to Black Lives Matter",,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Thompson, Craig",Blankets,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Draper, Sharon M.",Blended,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"McCullough, Joy",Blood Water Paint,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Blakemore, Kim Taylor",Bowery Girl,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned Pending Investigation,"Blacker, Terence",Boy2Girl,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Hutchinson, Shaun David",Brave Face: A Memoir,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Miller, J. P.",Brave Leaders and Activists,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Huxley, Aldous",Brave New World,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Cast, P. C.",Burned (House of Night Series),"Cast, Kristin",27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned Pending Investigation,"Thomas, Aiden",Cemetery Boys,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned Pending Investigation,"Mac, Carrie",Charmed,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Cast, P. C.",Chosen (House of Night Series),"Cast, Kristin",27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries,"Hopkins, Ellen",Crank (Crank Series),,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Gould, Sasha",Cross My Heart (Cross My Heart Series),,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries,"Stone, Nic",Dear Martin,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Stassen, Jean-Philippe",Deogratias: A Tale of Rwanda,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Cast, P. C.",Destined (House of Night Series),"Cast, Kristin",27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Maskame, Estelle",Did I Mention I Need You? (DIMILY Series),,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned in Libraries and Classrooms,"Frank, E. R.",Dime,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned Pending Investigation,"Witton, Hannah",Doing It!: Let's Talk About Sex,,27.994402,-81.760254
Florida,Indian River County School District,Administrator,2021-11-01,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel,,27.994402,-81.760254
